"","res_name"
"5162","CA"
"5163","CA"
"5164","CA"
"5165","CA"
"5166","CA"
"5167","nan"
"5168","CA"
"5169","CA"
"5170","CL"
"5171","nan"
"5172","MG"
"5173","CL"
"5174","CL"
"5175","CL"
"5176","nan"
"5177","CL"
"5178","ZN"
"5179","ZN"
"5180","CL"
"5181","CA"
"5182","CA"
"5183","CL"
"5184","MG"
"5185","MG"
"5186","MG"
"5187","MG"
"5188","ZN"
"5189","CL"
"5190","CL"
"5191","CL"
"5192","MG"
"5193","ZN"
"5194","nan"
"5195","MG"
"5196","CA"
"5197","ZN"
"5198","CL"
"5199","MN"
"5200","CA"
"5201","SF4"
"5202","CA"
"5203","CA"
"5204","CL"
"5205","CL"
"5206","CL"
"5207","CL"
"5208","CL"
"5209","ZN"
"5210","CL"
"5211","CA"
"5212","CA"
"5213","MG"
"5214","MG"
"5215","CL"
"5216","CL"
"5217","CL"
"5218","MG"
"5219","CL"
"5220","MG"
"5221","CL"
"5222","ZN"
"5223","CA"
"5224","nan"
"5225","CL"
"5226","MN"
"5227","CA"
"5228","CL"
"5229","MG"
"5230","ZN"
"5231","ZN"
"5232","CL"
"5233","CA"
"5234","CA"
"5235","CL"
"5236","ZN"
"5237","MG"
"5238","CA"
"5239","nan"
"5240","CA"
"5241","MG"
"5242","ZN"
"5243","ZN"
"5244","ZN"
"5245","CA"
"5246","ZN"
"5247","ZN"
"5248","CA"
"5249","ZN"
"5250","CL"
"5251","MG"
"5252","MG"
"5253","MG"
"5254","nan"
"5255","CL"
"5256","CL"
"5257","CL"
"5258","CA"
"5259","CA"
"5260","CA"
"5261","MG"
"5262","CA"
"5263","CA"
"5264","CL"
"5265","CL"
"5266","CL"
"5267","ZN"
"5268","CA"
"5269","ZN"
"5270","CL"
"5271","ZN"
"5272","MN"
"5273","ZN"
"5274","CL"
"5275","CA"
"5276","CA"
"5277","CL"
"5278","CL"
"5279","nan"
"5280","CL"
"5281","CA"
"5282","MN"
"5283","nan"
"5284","ZN"
"5285","CA"
"5286","MG"
"5287","MN"
"5288","CA"
"5289","CL"
"5290","MG"
"5291","MG"
"5292","CL"
"5293","MN"
"5294","ZN"
"5295","CL"
"5296","MG"
"5297","CL"
"5298","CA"
"5299","CA"
"5300","MG"
"5301","ZN"
"5302","CA"
"5303","CA"
"5304","CA"
"5305","MG"
"5306","CL"
"5307","CA"
"5308","CA"
"5309","CL"
"5310","ZN"
"5311","CL"
"5312","CA"
"5313","ZN"
"5314","CL"
"5315","CA"
"5316","CL"
"5317","CA"
"5318","CA"
"5319","nan"
"5320","nan"
"5321","CL"
"5322","nan"
"5323","CL"
"5324","CA"
"5325","CA"
"5326","CL"
"5327","MG"
"5328","CA"
"5329","FE"
"5330","CL"
"5331","FES"
"5332","ZN"
"5333","CA"
"5334","nan"
"5335","MG"
"5336","CL"
"5337","CA"
"5338","ZN"
"5339","ZN"
"5340","ZN"
"5341","MG"
"5342","CL"
"5343","ZN"
"5344","nan"
"5345","nan"
"5346","ZN"
"5347","ZN"
"5348","ZN"
"5349","CL"
"5350","ZN"
"5351","ZN"
"5352","nan"
"5353","MN"
"5354","CA"
"5355","ZN"
"5356","ZN"
"5357","ZN"
"5358","CL"
"5359","CA"
"5360","ZN"
"5361","nan"
"5362","MG"
"5363","MG"
"5364","CL"
"5365","MG"
"5366","BR"
"5367","MG"
"5368","ZN"
"5369","MG"
"5370","CL"
"5371","MG"
"5372","MG"
"5373","ZN"
"5374","CL"
"5375","CA"
"5376","CL"
"5377","CA"
"5378","CL"
"5379","MG"
"5380","CA"
"5381","CL"
"5382","BR"
"5383","CL"
"5384","MG"
"5385","ZN"
"5386","CL"
"5387","ZN"
"5388","MG"
"5389","CL"
"5390","ZN"
"5391","CL"
"5392","CL"
"5393","CL"
"5394","MG"
"5395","CA"
"5396","MG"
"5397","MG"
"5398","nan"
"5399","MG"
"5400","MG"
"5401","MG"
"5402","CL"
"5403","MG"
"5404","CL"
"5405","CL"
"5406","ZN"
"5407","ZN"
"5408","ZN"
"5409","ZN"
"5410","CL"
"5411","CA"
"5412","CL"
"5413","CA"
"5414","CA"
"5415","ZN"
"5416","CL"
"5417","ZN"
"5418","MG"
"5419","CA"
"5420","CL"
"5421","CL"
"5422","ZN"
"5423","CA"
"5424","CA"
"5425","CL"
"5426","ZN"
"5427","MG"
"5428","CA"
"5429","CL"
"5430","CA"
"5431","CL"
"5432","ZN"
"5433","nan"
"5434","MG"
"5435","ZN"
"5436","ZN"
"5437","ZN"
"5438","CA"
"5439","nan"
"5440","CA"
"5441","CL"
"5442","CL"
"5443","ZN"
"5444","CL"
"5445","nan"
"5446","ZN"
"5447","ZN"
"5448","ZN"
"5449","ZN"
"5450","CL"
"5451","CA"
"5452","CL"
"5453","CL"
"5454","CA"
"5455","ZN"
"5456","CA"
"5457","CL"
"5458","CL"
"5459","CA"
"5460","ZN"
"5461","CL"
"5462","CL"
"5463","ZN"
"5464","CL"
"5465","CL"
"5466","CA"
"5467","MG"
"5468","CA"
"5469","MG"
"5470","nan"
"5471","CL"
"5472","MG"
"5473","MG"
"5474","CL"
"5475","CL"
"5476","CA"
"5477","ZN"
"5478","CL"
"5479","CL"
"5480","CL"
"5481","CL"
"5482","CA"
"5483","CL"
"5484","CL"
"5485","CL"
"5486","CL"
"5487","CL"
"5488","ZN"
"5489","ZN"
"5490","CA"
"5491","CL"
"5492","CL"
"5493","CL"
"5494","CL"
"5495","CL"
"5496","IMD"
"5497","MG"
"5498","CL"
"5499","CL"
"5500","MG"
"5501","CL"
"5502","MG"
"5503","CL"
"5504","CL"
"5505","CL"
"5506","CL"
"5507","CL"
"5508","CA"
"5509","K"
"5510","CL"
"5511","nan"
"5512","CA"
"5513","CA"
"5514","CA"
"5515","CL"
"5516","nan"
"5517","MG"
"5518","CA"
"5519","nan"
"5520","ZN"
"5521","CA"
"5522","ZN"
"5523","CA"
"5524","CL"
"5525","CA"
"5526","MG"
"5527","CL"
"5528","MG"
"5529","SF4"
"5530","MG"
"5531","MG"
"5532","MG"
"5533","CL"
"5534","MG"
"5535","nan"
"5536","MG"
"5537","CL"
"5538","nan"
"5539","MN"
"5540","MN"
"5541","MG"
"5542","MG"
"5543","CL"
"5544","CL"
"5545","MG"
"5546","CL"
"5547","CL"
"5548","MG"
"5549","CA"
"5550","MG"
"5551","CL"
"5552","CL"
"5553","CL"
"5554","CL"
"5555","CL"
"5556","ZN"
"5557","CL"
"5558","IOD"
"5559","CL"
"5560","CL"
"5561","CL"
"5562","CA"
"5563","ZN"
"5564","MG"
"5565","CL"
"5566","MG"
"5567","nan"
"5568","CL"
"5569","CL"
"5570","MN"
"5571","MG"
"5572","CA"
"5573","MG"
"5574","nan"
"5575","CL"
"5576","MG"
"5577","MG"
"5578","CL"
"5579","CA"
"5580","CA"
"5581","CA"
"5582","CL"
"5583","CL"
"5584","ZN"
"5585","CL"
"5586","ZN"
"5587","CA"
"5588","CA"
"5589","MG"
"5590","MG"
"5591","MG"
"5592","CA"
"5593","CL"
"5594","CL"
"5595","ZN"
"5596","CA"
"5597","ZN"
"5598","CA"
"5599","MG"
"5600","CA"
"5601","CA"
"5602","MG"
"5603","CL"
"5604","CL"
"5605","CA"
"5606","MN"
"5607","MG"
"5608","CL"
"5609","CL"
"5610","CL"
"5611","CL"
"5612","ZN"
"5613","ZN"
"5614","MG"
"5615","CL"
"5616","ZN"
"5617","CA"
"5618","MN"
"5619","CL"
"5620","CA"
"5621","CA"
"5622","CA"
"5623","CA"
"5624","MG"
"5625","CA"
"5626","CA"
"5627","MG"
"5628","CL"
"5629","CA"
"5630","CL"
"5631","IMD"
"5632","MG"
"5633","nan"
"5634","MG"
"5635","CA"
"5636","ZN"
"5637","MN"
"5638","CA"
"5639","CL"
"5640","ZN"
"5641","ZN"
"5642","CL"
"5643","MG"
"5644","CL"
"5645","MG"
"5646","CL"
"5647","ZN"
"5648","CL"
"5649","nan"
"5650","ZN"
"5651","CL"
"5652","CA"
"5653","CA"
"5654","nan"
"5655","ZN"
"5656","CL"
"5657","CL"
"5658","CA"
"5659","CA"
"5660","CL"
"5661","ZN"
"5662","CL"
"5663","nan"
"5664","CL"
"5665","CA"
"5666","IMD"
"5667","CL"
"5668","MN"
"5669","ZN"
"5670","MG"
"5671","CL"
"5672","CL"
"5673","CL"
"5674","MG"
"5675","MG"
"5676","MG"
"5677","MG"
"5678","MG"
"5679","MG"
"5680","MG"
"5681","CL"
"5682","CL"
"5683","CL"
"5684","nan"
"5685","CL"
"5686","MG"
"5687","MG"
"5688","ZN"
"5689","CL"
"5690","CL"
"5691","MG"
"5692","ZN"
"5693","MG"
"5694","CL"
"5695","CL"
"5696","CA"
"5697","CA"
"5698","CL"
"5699","CA"
"5700","CL"
"5701","MG"
"5702","CL"
"5703","CL"
"5704","CL"
"5705","CL"
"5706","CL"
"5707","ZN"
"5708","CA"
"5709","CA"
"5710","CA"
"5711","CA"
"5712","CA"
"5713","ZN"
"5714","ZN"
"5715","CA"
"5716","CL"
"5717","CL"
"5718","MG"
"5719","nan"
"5720","CL"
"5721","CL"
"5722","CA"
"5723","nan"
"5724","FE"
"5725","CL"
"5726","MG"
"5727","CL"
"5728","CL"
"5729","ZN"
"5730","nan"
"5731","CL"
"5732","MG"
"5733","CA"
"5734","ZN"
"5735","CA"
"5736","CL"
"5737","MG"
"5738","CA"
"5739","CA"
"5740","ZN"
"5741","CA"
"5742","MG"
"5743","CA"
"5744","CL"
"5745","CL"
"5746","MG"
"5747","ZN"
"5748","CL"
"5749","CL"
"5750","CA"
"5751","ZN"
"5752","CL"
"5753","CA"
"5754","IMD"
"5755","ZN"
"5756","MG"
"5757","CL"
"5758","CA"
"5759","CL"
"5760","CA"
"5761","CL"
"5762","ZN"
"5763","MG"
"5764","ZN"
"5765","CL"
"5766","CA"
"5767","CL"
"5768","CL"
"5769","nan"
"5770","CL"
"5771","CL"
"5772","ZN"
"5773","MG"
"5774","CL"
"5775","CL"
"5776","MG"
"5777","CA"
"5778","CL"
"5779","CL"
"5780","CL"
"5781","CL"
"5782","CL"
"5783","CL"
"5784","ZN"
"5785","MG"
"5786","CA"
"5787","ZN"
"5788","CA"
"5789","CL"
"5790","CL"
"5791","CA"
"5792","ZN"
"5793","ZN"
"5794","CA"
"5795","CL"
"5796","MG"
"5797","CL"
"5798","CA"
"5799","CA"
"5800","CA"
"5801","CL"
"5802","ZN"
"5803","CA"
"5804","SF4"
"5805","ZN"
"5806","CL"
"5807","MG"
"5808","ZN"
"5809","CL"
"5810","CL"
"5811","MG"
"5812","CA"
"5813","CA"
"5814","ZN"
"5815","ZN"
"5816","CA"
"5817","ZN"
"5818","CA"
"5819","ZN"
"5820","ZN"
"5821","MG"
"5822","MN"
"5823","CL"
"5824","CL"
"5825","CL"
"5826","CL"
"5827","CL"
"5828","CL"
"5829","CL"
"5830","CL"
"5831","nan"
"5832","CL"
"5833","MG"
"5834","MG"
"5835","CA"
"5836","CL"
"5837","CA"
"5838","CA"
"5839","CL"
"5840","CA"
"5841","CL"
"5842","CA"
"5843","CA"
"5844","CL"
"5845","CL"
"5846","nan"
"5847","CL"
"5848","CL"
"5849","nan"
"5850","CL"
"5851","MN"
"5852","ZN"
"5853","CL"
"5854","CA"
"5855","CA"
"5856","CL"
"5857","MG"
"5858","MG"
"5859","MG"
"5860","CA"
"5861","CA"
"5862","CA"
"5863","CA"
"5864","CU"
"5865","ZN"
"5866","CL"
"5867","CL"
"5868","CA"
"5869","nan"
"5870","MG"
"5871","MG"
"5872","CA"
"5873","MG"
"5874","CL"
"5875","ZN"
"5876","CL"
"5877","CA"
"5878","nan"
"5879","MG"
"5880","MG"
"5881","CL"
"5882","MG"
"5883","CL"
"5884","ZN"
"5885","CA"
"5886","BR"
"5887","CL"
"5888","MN"
"5889","CA"
"5890","CL"
"5891","CA"
"5892","MG"
"5893","CL"
"5894","CA"
"5895","ZN"
"5896","ZN"
"5897","ZN"
"5898","MG"
"5899","nan"
"5900","MG"
"5901","ZN"
"5902","ZN"
"5903","ZN"
"5904","MN"
"5905","CL"
"5906","ZN"
"5907","ZN"
"5908","MG"
"5909","CL"
"5910","MG"
"5911","MG"
"5912","MG"
"5913","CL"
"5914","IMD"
"5915","CL"
"5916","CL"
"5917","CA"
"5918","nan"
"5919","nan"
"5920","ZN"
"5921","nan"
"5922","CL"
"5923","CL"
"5924","CL"
"5925","CL"
"5926","CL"
"5927","CA"
"5928","CA"
"5929","nan"
"5930","CL"
"5931","CA"
"5932","nan"
"5933","CL"
"5934","CL"
"5935","CA"
"5936","nan"
"5937","ZN"
"5938","MN"
"5939","CL"
"5940","MN"
"5941","MG"
"5942","MG"
"5943","nan"
"5944","CL"
"5945","CL"
"5946","MG"
"5947","MG"
"5948","ZN"
"5949","CL"
"5950","MG"
"5951","MG"
"5952","MG"
"5953","nan"
"5954","CL"
"5955","CL"
"5956","CL"
"5957","nan"
"5958","nan"
"5959","CL"
"5960","CL"
"5961","CL"
"5962","MN"
"5963","CL"
"5964","CL"
"5965","CL"
"5966","MN"
"5967","MG"
"5968","ZN"
"5969","CA"
"5970","MG"
"5971","MG"
"5972","MG"
"5973","MG"
"5974","ZN"
"5975","CL"
"5976","MG"
"5977","CL"
"5978","CL"
"5979","ZN"
"5980","CL"
"5981","MN"
"5982","MG"
"5983","MG"
"5984","ZN"
"5985","MG"
"5986","nan"
"5987","MN"
"5988","ZN"
"5989","CL"
"5990","CA"
"5991","CL"
"5992","CA"
"5993","CL"
"5994","nan"
"5995","ZN"
"5996","CL"
"5997","MG"
"5998","MG"
"5999","CL"
"6000","CL"
"6001","CL"
"6002","CA"
"6003","ZN"
"6004","CL"
"6005","CL"
"6006","MN"
"6007","ZN"
"6008","ZN"
"6009","ZN"
"6010","CL"
"6011","CL"
"6012","CL"
"6013","MN"
"6014","CL"
"6015","MG"
"6016","CL"
"6017","CL"
"6018","CL"
"6019","CL"
"6020","nan"
"6021","CL"
"6022","MG"
"6023","CA"
"6024","ZN"
"6025","CA"
"6026","CL"
"6027","CL"
"6028","CL"
"6029","ZN"
"6030","CA"
"6031","CA"
"6032","ZN"
"6033","CL"
"6034","CA"
"6035","CL"
"6036","CL"
"6037","CA"
"6038","CL"
"6039","CA"
"6040","CL"
"6041","MG"
"6042","CA"
"6043","MG"
"6044","CL"
"6045","CL"
"6046","ZN"
"6047","MG"
"6048","CL"
"6049","CL"
"6050","CL"
"6051","MN"
"6052","CL"
"6053","ZN"
"6054","nan"
"6055","CL"
"6056","nan"
"6057","K"
"6058","MG"
"6059","CA"
"6060","ZN"
"6061","CA"
"6062","MN"
"6063","CL"
"6064","CA"
"6065","ZN"
"6066","CA"
"6067","CL"
"6068","CA"
"6069","nan"
"6070","nan"
"6071","ZN"
"6072","MG"
"6073","CL"
"6074","CL"
"6075","ZN"
"6076","ZN"
"6077","CL"
"6078","ZN"
"6079","ZN"
"6080","ZN"
"6081","CA"
"6082","ZN"
"6083","CL"
"6084","CL"
"6085","MN"
"6086","CL"
"6087","ZN"
"6088","CA"
"6089","MN"
"6090","CA"
"6091","CL"
"6092","CL"
"6093","CA"
"6094","CL"
"6095","CL"
"6096","ZN"
"6097","CA"
"6098","CA"
"6099","nan"
"6100","CA"
"6101","CL"
"6102","MG"
"6103","MG"
"6104","CL"
"6105","MG"
"6106","CA"
"6107","CA"
"6108","CL"
"6109","MG"
"6110","CA"
"6111","ZN"
"6112","MG"
"6113","CL"
"6114","CA"
"6115","CL"
"6116","CL"
"6117","CA"
"6118","CA"
"6119","CA"
"6120","MN"
"6121","CA"
"6122","CA"
"6123","CA"
"6124","CL"
"6125","CA"
"6126","MG"
"6127","CL"
"6128","CA"
"6129","CA"
"6130","CL"
"6131","CL"
"6132","CL"
"6133","CA"
"6134","ZN"
"6135","CA"
"6136","CL"
"6137","ZN"
"6138","CL"
"6139","CA"
"6140","CL"
"6141","CL"
"6142","SF4"
"6143","CL"
"6144","CL"
"6145","nan"
"6146","MG"
"6147","CA"
"6148","CL"
"6149","CA"
"6150","MG"
"6151","ZN"
"6152","CL"
"6153","CL"
"6154","CL"
"6155","CA"
"6156","ZN"
"6157","MG"
"6158","nan"
"6159","CL"
"6160","CL"
"6161","CL"
"6162","CL"
"6163","ZN"
"6164","MG"
"6165","MG"
"6166","MG"
"6167","MG"
"6168","MG"
"6169","NI"
"6170","nan"
"6171","CL"
"6172","ZN"
"6173","MG"
"6174","CA"
"6175","nan"
"6176","CL"
"6177","CL"
"6178","CL"
"6179","MG"
"6180","CL"
"6181","CA"
"6182","CL"
"6183","CA"
"6184","CL"
"6185","ZN"
"6186","CA"
"6187","ZN"
"6188","ZN"
"6189","ZN"
"6190","CA"
"6191","CA"
"6192","CL"
"6193","CA"
"6194","CL"
"6195","CL"
"6196","nan"
"6197","ZN"
"6198","MG"
"6199","CA"
"6200","CA"
"6201","CL"
"6202","ZN"
"6203","CL"
"6204","CL"
"6205","CL"
"6206","CA"
"6207","CA"
"6208","CL"
"6209","CA"
"6210","CL"
"6211","ZN"
"6212","MN"
"6213","MG"
"6214","MG"
"6215","nan"
"6216","ZN"
"6217","nan"
"6218","MG"
"6219","CA"
"6220","MN"
"6221","nan"
"6222","CA"
"6223","CL"
"6224","CL"
"6225","ZN"
"6226","MG"
"6227","CA"
"6228","MG"
"6229","SF4"
"6230","CA"
"6231","MG"
"6232","MN"
"6233","BEN"
"6234","BEN"
"6235","CA"
"6236","SF4"
"6237","MG"
"6238","MN"
"6239","MG"
"6240","CA"
"6241","ZN"
"6242","CA"
"6243","CA"
"6244","CA"
"6245","MG"
"6246","CA"
"6247","MG"
"6248","CA"
"6249","CL"
"6250","ZN"
"6251","ZN"
"6252","CL"
"6253","CA"
"6254","ZN"
"6255","MG"
"6256","ZN"
"6257","CA"
"6258","MG"
"6259","MG"
"6260","MG"
"6261","ZN"
"6262","CL"
"6263","nan"
"6264","nan"
"6265","nan"
"6266","nan"
"6267","nan"
"6268","MG"
"6269","CL"
"6270","CA"
"6271","CU"
"6272","CA"
"6273","ZN"
"6274","CL"
"6275","CA"
"6276","CA"
"6277","MG"
"6278","CL"
"6279","MG"
"6280","CL"
"6281","CL"
"6282","CL"
"6283","MN"
"6284","CA"
"6285","MG"
"6286","MG"
"6287","MG"
"6288","CL"
"6289","MN"
"6290","CL"
"6291","CL"
"6292","ZN"
"6293","CL"
"6294","nan"
"6295","CL"
"6296","MG"
"6297","nan"
"6298","nan"
"6299","K"
"6300","CL"
"6301","CA"
"6302","CL"
"6303","MG"
"6304","CL"
"6305","CL"
"6306","MG"
"6307","MN"
"6308","CL"
"6309","CA"
"6310","CL"
"6311","CL"
"6312","CL"
"6313","ZN"
"6314","ZN"
"6315","CL"
"6316","CL"
"6317","CA"
"6318","CL"
"6319","CL"
"6320","CL"
"6321","MG"
"6322","CL"
"6323","MG"
"6324","nan"
"6325","CA"
"6326","MN"
"6327","CL"
"6328","CL"
"6329","nan"
"6330","CL"
"6331","CA"
"6332","ZN"
"6333","CL"
"6334","MG"
"6335","CA"
"6336","CL"
"6337","MG"
"6338","CA"
"6339","CL"
"6340","CL"
"6341","CL"
"6342","CA"
"6343","MG"
"6344","CL"
"6345","nan"
"6346","CL"
"6347","ZN"
"6348","MG"
"6349","MG"
"6350","CL"
"6351","CL"
"6352","ZN"
"6353","CL"
"6354","CA"
"6355","CL"
"6356","CL"
"6357","CL"
"6358","ZN"
"6359","CA"
"6360","CL"
"6361","MG"
"6362","CL"
"6363","CL"
"6364","CL"
"6365","nan"
"6366","MG"
"6367","CL"
"6368","CA"
"6369","CA"
"6370","CA"
"6371","CL"
"6372","MG"
"6373","CA"
"6374","CA"
"6375","CA"
"6376","CL"
"6377","MG"
"6378","CA"
"6379","CL"
"6380","CA"
"6381","MG"
"6382","CL"
"6383","CA"
"6384","CA"
"6385","MG"
"6386","ZN"
"6387","CL"
"6388","CL"
"6389","MG"
"6390","MG"
"6391","CL"
"6392","MG"
"6393","ZN"
"6394","CL"
"6395","CL"
"6396","CA"
"6397","CA"
"6398","CA"
"6399","MG"
"6400","CL"
"6401","CL"
"6402","CL"
"6403","IOD"
"6404","CL"
"6405","CL"
"6406","CL"
"6407","CL"
"6408","CL"
"6409","nan"
"6410","MG"
"6411","MG"
"6412","nan"
"6413","MN"
"6414","nan"
"6415","ZN"
"6416","CA"
"6417","ZN"
"6418","ZN"
"6419","CA"
"6420","CA"
"6421","ZN"
"6422","ZN"
"6423","CA"
"6424","CL"
"6425","CL"
"6426","nan"
"6427","MG"
"6428","CL"
"6429","CL"
"6430","nan"
"6431","CL"
"6432","CL"
"6433","CA"
"6434","IMD"
"6435","CL"
"6436","MG"
"6437","CA"
"6438","CL"
"6439","MN"
"6440","CL"
"6441","CL"
"6442","ZN"
"6443","CA"
"6444","ZN"
"6445","ZN"
"6446","ZN"
"6447","MG"
"6448","CL"
"6449","CL"
"6450","MG"
"6451","ZN"
"6452","CL"
"6453","CL"
"6454","IOD"
"6455","MG"
"6456","CA"
"6457","CA"
"6458","ZN"
"6459","ZN"
"6460","CL"
"6461","CL"
"6462","ZN"
"6463","ZN"
"6464","CA"
"6465","EDO"
"6466","CL"
"6467","MG"
"6468","ZN"
"6469","SF4"
"6470","CA"
"6471","CL"
"6472","CL"
"6473","CA"
"6474","CL"
"6475","CL"
"6476","CL"
"6477","MN"
"6478","CL"
"6479","CL"
"6480","CL"
"6481","CL"
"6482","MG"
"6483","CA"
"6484","CL"
"6485","CL"
"6486","nan"
"6487","CL"
"6488","CL"
"6489","CL"
"6490","CL"
"6491","MG"
"6492","CL"
"6493","CL"
"6494","CL"
"6495","MN"
"6496","ZN"
"6497","MG"
"6498","CL"
"6499","nan"
"6500","MN"
"6501","CL"
"6502","ZN"
"6503","CA"
"6504","CL"
"6505","ZN"
"6506","CL"
"6507","CA"
"6508","CA"
"6509","MG"
"6510","nan"
"6511","MG"
"6512","ZN"
"6513","CL"
"6514","MG"
"6515","ZN"
"6516","CL"
"6517","ZN"
"6518","nan"
"6519","MG"
"6520","MG"
"6521","ZN"
"6522","CL"
"6523","CA"
"6524","CA"
"6525","FE"
"6526","CA"
"6527","CA"
"6528","CL"
"6529","ZN"
"6530","ZN"
"6531","IMD"
"6532","CL"
"6533","ZN"
"6534","CL"
"6535","CL"
"6536","nan"
"6537","ZN"
"6538","MN"
"6539","nan"
"6540","MN"
"6541","ZN"
"6542","CA"
"6543","CA"
"6544","ZN"
"6545","CL"
"6546","MG"
"6547","CL"
"6548","ZN"
"6549","CA"
"6550","CL"
"6551","CL"
"6552","CL"
"6553","CL"
"6554","MG"
"6555","MG"
"6556","ZN"
"6557","MG"
"6558","CL"
"6559","MG"
"6560","ZN"
"6561","CL"
"6562","CL"
"6563","nan"
"6564","CL"
"6565","CA"
"6566","CA"
"6567","CL"
"6568","CA"
"6569","nan"
"6570","CL"
"6571","nan"
"6572","MG"
"6573","CL"
"6574","CL"
"6575","MG"
"6576","nan"
"6577","CL"
"6578","MG"
"6579","MG"
"6580","ZN"
"6581","MG"
"6582","ZN"
"6583","CL"
"6584","MG"
"6585","CA"
"6586","CL"
"6587","CA"
"6588","CA"
"6589","CL"
"6590","MG"
"6591","MG"
"6592","CA"
"6593","CL"
"6594","MG"
"6595","CL"
"6596","CL"
"6597","CL"
"6598","CL"
"6599","CA"
"6600","MG"
"6601","CA"
"6602","CA"
"6603","nan"
"6604","nan"
"6605","nan"
"6606","CA"
"6607","CL"
"6608","SF4"
"6609","nan"
"6610","MG"
"6611","ZN"
"6612","CL"
"6613","CL"
"6614","nan"
"6615","nan"
"6616","CA"
"6617","MG"
"6618","CL"
"6619","CL"
"6620","CL"
"6621","MG"
"6622","CL"
"6623","CA"
"6624","CL"
"6625","CL"
"6626","MG"
"6627","CL"
"6628","CA"
"6629","CL"
"6630","CL"
"6631","CA"
"6632","ZN"
"6633","ZN"
"6634","CL"
"6635","ZN"
"6636","MG"
"6637","CA"
"6638","MG"
"6639","CL"
"6640","CL"
"6641","CA"
"6642","CL"
"6643","CL"
"6644","CL"
"6645","CL"
"6646","ZN"
"6647","CL"
"6648","ZN"
"6649","nan"
"6650","ZN"
"6651","CL"
"6652","MG"
"6653","MG"
"6654","CA"
"6655","ZN"
"6656","CL"
"6657","MG"
"6658","ZN"
"6659","MG"
"6660","MG"
"6661","MG"
"6662","MG"
"6663","MG"
"6664","ZN"
"6665","MG"
"6666","MG"
"6667","MG"
"6668","ZN"
"6669","CA"
"6670","CL"
"6671","MG"
"6672","CL"
"6673","ZN"
"6674","CA"
"6675","CL"
"6676","MG"
"6677","CL"
"6678","CA"
"6679","ZN"
"6680","MG"
"6681","CL"
"6682","CA"
"6683","CL"
"6684","MG"
"6685","MG"
"6686","ZN"
"6687","ZN"
"6688","CL"
"6689","CA"
"6690","CA"
"6691","MG"
"6692","nan"
"6693","CA"
"6694","CL"
"6695","CL"
"6696","MG"
"6697","CL"
"6698","SF4"
"6699","ZN"
"6700","CA"
"6701","CL"
"6702","CL"
"6703","ZN"
"6704","nan"
"6705","CL"
"6706","ZN"
"6707","CL"
"6708","CA"
"6709","CL"
"6710","IMD"
"6711","CA"
"6712","CL"
"6713","MN"
"6714","CA"
"6715","CA"
"6716","CL"
"6717","CA"
"6718","CA"
"6719","CA"
"6720","ZN"
"6721","CL"
"6722","CL"
"6723","CL"
"6724","CA"
"6725","CA"
"6726","CL"
"6727","nan"
"6728","CA"
"6729","CL"
"6730","CL"
"6731","CL"
"6732","CA"
"6733","nan"
"6734","CL"
"6735","K"
"6736","CL"
"6737","CL"
"6738","MG"
"6739","CL"
"6740","nan"
"6741","MG"
"6742","nan"
"6743","ZN"
"6744","MG"
"6745","CL"
"6746","nan"
"6747","CL"
"6748","CL"
"6749","MG"
"6750","CL"
"6751","nan"
"6752","CL"
"6753","CL"
"6754","ZN"
"6755","CA"
"6756","CL"
"6757","MG"
"6758","MG"
"6759","MG"
"6760","CA"
"6761","CA"
"6762","CL"
"6763","MG"
"6764","CL"
"6765","MG"
"6766","CU"
"6767","ZN"
"6768","nan"
"6769","ZN"
"6770","MG"
"6771","ZN"
"6772","CA"
"6773","MG"
"6774","ZN"
"6775","MG"
"6776","MG"
"6777","CL"
"6778","CA"
"6779","CA"
"6780","CL"
"6781","MG"
"6782","nan"
"6783","nan"
"6784","CL"
"6785","CA"
"6786","CA"
"6787","CL"
"6788","MG"
"6789","MG"
"6790","MN"
"6791","nan"
"6792","nan"
"6793","CL"
"6794","ZN"
"6795","MG"
"6796","nan"
"6797","CL"
"6798","CL"
"6799","MG"
"6800","CA"
"6801","CA"
"6802","CL"
"6803","ZN"
"6804","ZN"
"6805","CA"
"6806","CA"
"6807","CA"
"6808","CL"
"6809","CA"
"6810","CL"
"6811","CA"
"6812","CA"
"6813","MG"
"6814","CL"
"6815","CA"
"6816","CL"
"6817","CL"
"6818","CA"
"6819","CL"
"6820","CL"
"6821","MG"
"6822","MG"
"6823","CL"
"6824","CL"
"6825","MG"
"6826","CA"
"6827","CL"
"6828","CL"
"6829","MG"
"6830","CL"
"6831","CL"
"6832","MG"
"6833","ZN"
"6834","ZN"
"6835","CL"
"6836","CA"
"6837","MN"
"6838","MG"
"6839","CL"
"6840","CL"
"6841","CL"
"6842","CL"
"6843","CL"
"6844","nan"
"6845","MG"
"6846","ZN"
"6847","MG"
"6848","ZN"
"6849","ZN"
"6850","MG"
"6851","CA"
"6852","CA"
"6853","CA"
"6854","CA"
"6855","CL"
"6856","CA"
"6857","CA"
"6858","K"
"6859","CL"
"6860","CA"
"6861","ZN"
"6862","CL"
"6863","MG"
"6864","CL"
"6865","MG"
"6866","ZN"
"6867","ZN"
"6868","CL"
"6869","MN"
"6870","CL"
"6871","CL"
"6872","CA"
"6873","nan"
"6874","ZN"
"6875","MG"
"6876","CL"
