"","res_name_group"
"4232","CL"
"4233","CL"
"4234","MG"
"4235","MG"
"4236","CL"
"4237","CA"
"4238","MG"
"4239","MG"
"4240","CL"
"4241","CL"
"4242","nan"
"4243","MG"
"4244","MN"
"4245","ZN"
"4246","MG"
"4247","nan"
"4248","CL"
"4249","ZN"
"4250","MG"
"4251","CA"
"4252","CL"
"4253","nan"
"4254","CL"
"4255","CL"
"4256","CL"
"4257","CL"
"4258","MG"
"4259","CL"
"4260","MG"
"4261","MG"
"4262","MG"
"4263","CL"
"4264","MG"
"4265","MG"
"4266","MG"
"4267","CA"
"4268","CA"
"4269","NAG_NDG_A2G_NGA_MAG"
"4270","MN"
"4271","CL"
"4272","CL"
"4273","MG"
"4274","MG"
"4275","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"4276","MG"
"4277","CL"
"4278","CA"
"4279","CL"
"4280","CA"
"4281","MG"
"4282","MG"
"4283","nan"
"4284","CL"
"4285","ZN"
"4286","CL"
"4287","ZN"
"4288","CL"
"4289","CA"
"4290","CA"
"4291","CA"
"4292","CA"
"4293","ZN"
"4294","CA"
"4295","CA"
"4296","MG"
"4297","MG"
"4298","MG"
"4299","CL"
"4300","MG"
"4301","CL"
"4302","CL"
"4303","CA"
"4304","nan"
"4305","CL"
"4306","MG"
"4307","CL"
"4308","CA"
"4309","CA"
"4310","CA"
"4311","CL"
"4312","nan"
"4313","ZN"
"4314","CL"
"4315","CL"
"4316","ZN"
"4317","CL"
"4318","CL"
"4319","ZN"
"4320","CL"
"4321","CA"
"4322","CA"
"4323","MG"
"4324","ZN"
"4325","CA"
"4326","CA"
"4327","MG"
"4328","CL"
"4329","CL"
"4330","CL"
"4331","CL"
"4332","CL"
"4333","CL"
"4334","CL"
"4335","CL"
"4336","ZN"
"4337","CL"
"4338","MG"
"4339","MG"
"4340","CA"
"4341","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"4342","CA"
"4343","MG"
"4344","CA"
"4345","CA"
"4346","CA"
"4347","CL"
"4348","CA"
"4349","MG"
"4350","CL"
"4351","CA"
"4352","MG"
"4353","MG"
"4354","CL"
"4355","EDO_BME_ETA"
"4356","CL"
"4357","HEM"
"4358","MG"
"4359","CL"
"4360","CA"
"4361","MG"
"4362","MG"
"4363","CL"
"4364","CA"
"4365","NAG_NDG_A2G_NGA_MAG"
"4366","MG"
"4367","nan"
"4368","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"4369","MG"
"4370","CL"
"4371","CL"
"4372","MG"
"4373","CA"
"4374","CA"
"4375","CL"
"4376","CA"
"4377","nan"
"4378","MG"
"4379","MG"
"4380","CL"
"4381","CA"
"4382","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"4383","CL"
"4384","CL"
"4385","CL"
"4386","CA"
"4387","MG"
"4388","MG"
"4389","MG"
"4390","CA"
"4391","ZN"
"4392","CL"
"4393","CL"
"4394","MG"
"4395","HEM"
"4396","MG"
"4397","MG"
"4398","MYR_LDA"
"4399","ZN"
"4400","ZN"
"4401","ZN"
"4402","ZN"
"4403","MN"
"4404","CL"
"4405","CA"
"4406","ZN"
"4407","ZN"
"4408","CA"
"4409","ZN"
"4410","CL"
"4411","CA"
"4412","CL"
"4413","CL"
"4414","MG"
"4415","CL"
"4416","MG"
"4417","CA"
"4418","CA"
"4419","CL"
"4420","nan"
"4421","SF4_F3S"
"4422","CL"
"4423","CL"
"4424","CA"
"4425","CA"
"4426","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"4427","CL"
"4428","CL"
"4429","CA"
"4430","CL"
"4431","CL"
"4432","CL"
"4433","CA"
"4434","ZN"
"4435","MG"
"4436","MG"
"4437","MG"
"4438","CA"
"4439","ZN"
"4440","CL"
"4441","CL"
"4442","ZN"
"4443","CA"
"4444","CA"
"4445","CA"
"4446","nan"
"4447","CA"
"4448","HEM"
"4449","CL"
"4450","ZN"
"4451","CL"
"4452","CL"
"4453","CL"
"4454","HEM"
"4455","CA"
"4456","CL"
"4457","CA"
"4458","CA"
"4459","CL"
"4460","CL"
"4461","CL"
"4462","ZN"
"4463","ZN"
"4464","MG"
"4465","ZN"
"4466","CL"
"4467","MG"
"4468","MN"
"4469","ZN"
"4470","nan"
"4471","CL"
"4472","CA"
"4473","CA"
"4474","ZN"
"4475","CA"
"4476","CL"
"4477","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"4478","CA"
"4479","MG"
"4480","nan"
"4481","CL"
"4482","CL"
"4483","CA"
"4484","MG"
"4485","MG"
"4486","MG"
"4487","CA"
"4488","MG"
"4489","ZN"
"4490","CL"
"4491","CA"
"4492","MG"
"4493","CA"
"4494","CA"
"4495","ZN"
"4496","MG"
"4497","ZN"
"4498","CL"
"4499","CL"
"4500","CL"
"4501","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"4502","MG"
"4503","MG"
"4504","ZN"
"4505","CL"
"4506","CL"
"4507","CL"
"4508","nan"
"4509","ZN"
"4510","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"4511","MG"
"4512","MG"
"4513","nan"
"4514","CA"
"4515","CA"
"4516","CA"
"4517","ZN"
"4518","CL"
"4519","MG"
"4520","CL"
"4521","nan"
"4522","CA"
"4523","CA"
"4524","CL"
"4525","CL"
"4526","CA"
"4527","CA"
"4528","CL"
"4529","CL"
"4530","CL"
"4531","CL"
"4532","ZN"
"4533","CA"
"4534","MG"
"4535","ZN"
"4536","CL"
"4537","CL"
"4538","ZN"
"4539","MG"
"4540","CL"
"4541","ZN"
"4542","nan"
"4543","CA"
"4544","CL"
"4545","CL"
"4546","ZN"
"4547","ZN"
"4548","CA"
"4549","MG"
"4550","CA"
"4551","CA"
"4552","MN"
"4553","MG"
"4554","MG"
"4555","CL"
"4556","MG"
"4557","MG"
"4558","nan"
"4559","CA"
"4560","CL"
"4561","ZN"
"4562","CA"
"4563","CL"
"4564","CA"
"4565","ZN"
"4566","nan"
"4567","ZN"
"4568","MG"
"4569","CL"
"4570","MG"
"4571","CL"
"4572","CL"
"4573","ZN"
"4574","CL"
"4575","MG"
"4576","MG"
"4577","CL"
"4578","CL"
"4579","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"4580","ZN"
"4581","CA"
"4582","CL"
"4583","CA"
"4584","CL"
"4585","EDO_BME_ETA"
"4586","MG"
"4587","CA"
"4588","CL"
"4589","CA"
"4590","CA"
"4591","CA"
"4592","MG"
"4593","MG"
"4594","HEM"
"4595","MG"
"4596","CL"
"4597","nan"
"4598","ZN"
"4599","CA"
"4600","MG"
"4601","CL"
"4602","CL"
"4603","CA"
"4604","ZN"
"4605","CL"
"4606","CA"
"4607","MN"
"4608","CL"
"4609","EDO_BME_ETA"
"4610","nan"
"4611","CL"
"4612","MG"
"4613","CA"
"4614","MG"
"4615","CL"
"4616","NAG_NDG_A2G_NGA_MAG"
"4617","MG"
"4618","CL"
"4619","HEM"
"4620","CL"
"4621","CA"
"4622","ZN"
"4623","MN"
"4624","MG"
"4625","CA"
"4626","CA"
"4627","CL"
"4628","CL"
"4629","CA"
"4630","CL"
"4631","ZN"
"4632","HEM"
"4633","MG"
"4634","MG"
"4635","CL"
"4636","CA"
"4637","CA"
"4638","CA"
"4639","FES"
"4640","MG"
"4641","CL"
"4642","CA"
"4643","CL"
"4644","CL"
"4645","MG"
"4646","CL"
"4647","CL"
"4648","ZN"
"4649","CL"
"4650","MG"
"4651","MG"
"4652","nan"
"4653","MG"
"4654","CL"
"4655","CL"
"4656","CA"
"4657","MG"
"4658","CA"
"4659","CA"
"4660","nan"
"4661","nan"
"4662","CL"
"4663","CA"
"4664","CL"
"4665","nan"
"4666","CA"
"4667","CA"
"4668","CL"
"4669","CA"
"4670","CA"
"4671","MG"
"4672","MG"
"4673","CL"
"4674","nan"
"4675","HEM"
"4676","nan"
"4677","CA"
"4678","CA"
"4679","MG"
"4680","ZN"
"4681","nan"
"4682","CL"
"4683","CL"
"4684","ZN"
"4685","CL"
"4686","CA"
"4687","MG"
"4688","ZN"
"4689","HEM"
"4690","CL"
"4691","EDO_BME_ETA"
"4692","CA"
"4693","CA"
"4694","CL"
"4695","NAG_NDG_A2G_NGA_MAG"
"4696","nan"
"4697","CL"
"4698","ZN"
"4699","ZN"
"4700","CA"
"4701","CA"
"4702","CA"
"4703","MG"
"4704","CA"
"4705","CL"
"4706","CL"
"4707","MG"
"4708","CA"
"4709","CL"
"4710","MG"
"4711","ZN"
"4712","CL"
"4713","CL"
"4714","MG"
"4715","MG"
"4716","ZN"
"4717","CA"
"4718","MG"
"4719","MG"
"4720","CL"
"4721","CL"
"4722","ZN"
"4723","CA"
"4724","CL"
"4725","CA"
"4726","CA"
"4727","CA"
"4728","CA"
"4729","MG"
"4730","MG"
"4731","MG"
"4732","ZN"
"4733","CL"
"4734","CL"
"4735","CL"
"4736","CA"
"4737","ZN"
"4738","CL"
"4739","MG"
"4740","MG"
"4741","CL"
"4742","CA"
"4743","EDO_BME_ETA"
"4744","CA"
"4745","CL"
"4746","ZN"
"4747","CL"
"4748","MG"
"4749","CA"
"4750","CA"
"4751","MG"
"4752","MG"
"4753","CL"
"4754","CA"
"4755","ZN"
"4756","SF4_F3S"
"4757","nan"
"4758","CA"
"4759","ZN"
"4760","CL"
"4761","CA"
"4762","NAD_NAP"
"4763","CA"
"4764","nan"
"4765","CL"
"4766","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"4767","NAG_NDG_A2G_NGA_MAG"
"4768","ZN"
"4769","CL"
"4770","nan"
"4771","CA"
"4772","ZN"
"4773","CL"
"4774","CL"
"4775","CL"
"4776","nan"
"4777","ZN"
"4778","CL"
"4779","CL"
"4780","CA"
"4781","CA"
"4782","ZN"
"4783","ZN"
"4784","MG"
"4785","CL"
"4786","CA"
"4787","CA"
"4788","CA"
"4789","CL"
"4790","CA"
"4791","CL"
"4792","ZN"
"4793","CL"
"4794","CA"
"4795","CA"
"4796","CA"
"4797","CA"
"4798","CA"
"4799","CL"
"4800","MG"
"4801","MG"
"4802","MG"
"4803","MG"
"4804","HEM"
"4805","CL"
"4806","MG"
"4807","CL"
"4808","CA"
"4809","CA"
"4810","MG"
"4811","CA"
"4812","CA"
"4813","CL"
"4814","CA"
"4815","MG"
"4816","nan"
"4817","ZN"
"4818","CL"
"4819","MG"
"4820","MG"
"4821","MG"
"4822","MG"
"4823","MG"
"4824","ZN"
"4825","CL"
"4826","CL"
"4827","MG"
"4828","MG"
"4829","ZN"
"4830","CA"
"4831","CL"
"4832","MG"
"4833","CL"
"4834","nan"
"4835","CL"
"4836","CL"
"4837","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"4838","CL"
"4839","CA"
"4840","CA"
"4841","MG"
"4842","CA"
"4843","CA"
"4844","MG"
"4845","CA"
"4846","ZN"
"4847","nan"
"4848","MG"
"4849","ZN"
"4850","CL"
"4851","CL"
"4852","MG"
"4853","CA"
"4854","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"4855","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"4856","ZN"
"4857","MG"
"4858","CA"
"4859","CL"
"4860","CL"
"4861","CL"
"4862","CL"
"4863","ZN"
"4864","CA"
"4865","MG"
"4866","MG"
"4867","MG"
"4868","CL"
"4869","CL"
"4870","CL"
"4871","CL"
"4872","CA"
"4873","MG"
"4874","MG"
"4875","MG"
"4876","nan"
"4877","CL"
"4878","CL"
"4879","NAG_NDG_A2G_NGA_MAG"
"4880","ZN"
"4881","CL"
"4882","nan"
"4883","MG"
"4884","CL"
"4885","FES"
"4886","CL"
"4887","ZN"
"4888","CL"
"4889","CL"
"4890","nan"
"4891","nan"
"4892","CL"
"4893","MN"
"4894","ZN"
"4895","CA"
"4896","MG"
"4897","CA"
"4898","CA"
"4899","CL"
"4900","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"4901","CL"
"4902","ZN"
"4903","CL"
"4904","ZN"
"4905","CA"
"4906","CL"
"4907","CL"
"4908","CL"
"4909","CA"
"4910","CL"
"4911","CA"
"4912","CL"
"4913","CL"
"4914","CA"
"4915","CA"
"4916","ZN"
"4917","CA"
"4918","CL"
"4919","MG"
"4920","nan"
"4921","nan"
"4922","CA"
"4923","CA"
"4924","CL"
"4925","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"4926","CA"
"4927","CA"
"4928","MG"
"4929","CA"
"4930","CL"
"4931","MG"
"4932","MG"
"4933","MG"
"4934","MN"
"4935","ZN"
"4936","MG"
"4937","CA"
"4938","ZN"
"4939","CL"
"4940","CA"
"4941","MN"
"4942","CA"
"4943","CL"
"4944","CL"
"4945","CL"
"4946","ZN"
"4947","MG"
"4948","ZN"
"4949","SF4_F3S"
"4950","SF4_F3S"
"4951","CA"
"4952","nan"
"4953","ZN"
"4954","ZN"
"4955","CA"
"4956","CA"
"4957","CL"
"4958","ZN"
"4959","CA"
"4960","CL"
"4961","ZN"
"4962","CL"
"4963","CL"
"4964","MG"
"4965","CA"
"4966","MG"
"4967","ZN"
"4968","CA"
"4969","ZN"
"4970","CL"
"4971","CL"
"4972","CL"
"4973","CA"
"4974","MG"
"4975","CA"
"4976","CA"
"4977","MG"
"4978","CA"
"4979","MG"
"4980","ZN"
"4981","ZN"
"4982","ZN"
"4983","ZN"
"4984","MG"
"4985","CA"
"4986","CL"
"4987","CL"
"4988","CL"
"4989","CA"
"4990","MG"
"4991","MG"
"4992","CL"
"4993","CL"
"4994","CL"
"4995","CA"
"4996","CA"
"4997","MG"
"4998","CA"
"4999","MG"
"5000","MG"
"5001","CL"
"5002","CA"
"5003","nan"
"5004","ZN"
"5005","ZN"
"5006","ZN"
"5007","nan"
"5008","nan"
"5009","ZN"
"5010","CA"
"5011","CA"
"5012","MG"
"5013","CL"
"5014","CA"
"5015","CL"
"5016","ZN"
"5017","CA"
"5018","ZN"
"5019","CL"
"5020","CA"
"5021","CA"
"5022","CL"
"5023","CA"
"5024","CL"
"5025","CL"
"5026","MG"
"5027","CL"
"5028","CA"
"5029","CA"
"5030","CA"
"5031","CL"
"5032","nan"
"5033","nan"
"5034","MG"
"5035","CL"
"5036","CL"
"5037","CL"
"5038","MG"
"5039","EDO_BME_ETA"
"5040","MG"
"5041","MG"
"5042","MG"
"5043","CL"
"5044","ZN"
"5045","CL"
"5046","MG"
"5047","CL"
"5048","CA"
"5049","CA"
"5050","CL"
"5051","CA"
"5052","MG"
"5053","MG"
"5054","MG"
"5055","CL"
"5056","MG"
"5057","MG"
"5058","ZN"
"5059","ZN"
"5060","CA"
"5061","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"5062","MG"
"5063","MN"
"5064","HEM"
"5065","ZN"
"5066","ZN"
"5067","MG"
"5068","CL"
"5069","ZN"
"5070","ZN"
"5071","CL"
"5072","nan"
"5073","ZN"
"5074","CL"
"5075","ZN"
"5076","ZN"
"5077","CL"
"5078","nan"
"5079","CL"
"5080","CL"
"5081","CL"
"5082","CL"
"5083","ZN"
"5084","CA"
"5085","CL"
"5086","CA"
"5087","CA"
"5088","CL"
"5089","ZN"
"5090","CL"
"5091","ZN"
"5092","HEM"
"5093","MG"
"5094","MG"
"5095","CL"
"5096","CA"
"5097","MG"
"5098","CL"
"5099","MG"
"5100","CL"
"5101","ZN"
"5102","CL"
"5103","CA"
"5104","CA"
"5105","MN"
"5106","CL"
"5107","CL"
"5108","MN"
"5109","CL"
"5110","CL"
"5111","MG"
"5112","CL"
"5113","NAG_NDG_A2G_NGA_MAG"
"5114","ZN"
"5115","CL"
"5116","EDO_BME_ETA"
"5117","MG"
"5118","MG"
"5119","EDO_BME_ETA"
"5120","ZN"
"5121","ZN"
"5122","MG"
"5123","MG"
"5124","MG"
"5125","CA"
"5126","CA"
"5127","MG"
"5128","CL"
"5129","MG"
"5130","MG"
"5131","CL"
"5132","MG"
"5133","CA"
"5134","CL"
"5135","CL"
"5136","MG"
"5137","HEM"
"5138","CA"
"5139","CA"
"5140","CL"
"5141","CL"
"5142","CL"
"5143","CA"
"5144","MG"
"5145","MG"
"5146","MG"
"5147","MG"
"5148","CL"
"5149","nan"
"5150","ZN"
"5151","CL"
"5152","MG"
"5153","CL"
"5154","CA"
"5155","ZN"
"5156","CL"
"5157","CA"
"5158","ZN"
"5159","CL"
"5160","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"5161","CL"
"5162","CA"
"5163","MG"
"5164","CA"
"5165","MG"
"5166","MG"
"5167","nan"
"5168","CA"
"5169","MG"
"5170","CA"
"5171","MG"
"5172","MG"
"5173","CL"
"5174","CL"
"5175","CL"
"5176","MG"
"5177","CL"
"5178","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"5179","MN"
"5180","CA"
"5181","CA"
"5182","CA"
"5183","CL"
"5184","MG"
"5185","MG"
"5186","CA"
"5187","CA"
"5188","CA"
"5189","ZN"
"5190","CL"
"5191","CL"
"5192","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"5193","CA"
"5194","nan"
"5195","CA"
"5196","MG"
"5197","CA"
"5198","CL"
"5199","MG"
"5200","CA"
"5201","ZN"
"5202","CA"
"5203","MG"
"5204","CL"
"5205","nan"
"5206","nan"
"5207","CL"
"5208","nan"
"5209","CA"
"5210","CL"
"5211","CA"
"5212","CA"
"5213","MG"
"5214","MG"
"5215","CL"
"5216","CL"
"5217","CL"
"5218","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"5219","CL"
"5220","NAG_NDG_A2G_NGA_MAG"
"5221","CL"
"5222","ZN"
"5223","MG"
"5224","nan"
"5225","CL"
"5226","MG"
"5227","MN"
"5228","CL"
"5229","CL"
"5230","ZN"
"5231","MN"
"5232","CL"
"5233","CA"
"5234","CA"
"5235","CL"
"5236","ZN"
"5237","nan"
"5238","MG"
"5239","MG"
"5240","MG"
"5241","MG"
"5242","ZN"
"5243","ZN"
"5244","CA"
"5245","CL"
"5246","ZN"
"5247","ZN"
"5248","MG"
"5249","ZN"
"5250","CL"
"5251","CA"
"5252","ZN"
"5253","MG"
"5254","MG"
"5255","ZN"
"5256","CL"
"5257","CL"
"5258","CA"
"5259","CL"
"5260","CA"
"5261","MG"
"5262","CA"
"5263","CA"
"5264","CL"
"5265","CL"
"5266","CL"
"5267","ZN"
"5268","CA"
"5269","SF4_F3S"
"5270","CL"
"5271","ZN"
"5272","CA"
"5273","CA"
"5274","CL"
"5275","CA"
"5276","nan"
"5277","CL"
"5278","CL"
"5279","nan"
"5280","nan"
"5281","CA"
"5282","NAG_NDG_A2G_NGA_MAG"
"5283","nan"
"5284","ZN"
"5285","MN"
"5286","MG"
"5287","HEM"
"5288","HEM"
"5289","CL"
"5290","MG"
"5291","MG"
"5292","CL"
"5293","MN"
"5294","CA"
"5295","CL"
"5296","MG"
"5297","CL"
"5298","MG"
"5299","CA"
"5300","MG"
"5301","ZN"
"5302","ZN"
"5303","CL"
"5304","MG"
"5305","MG"
"5306","CA"
"5307","CL"
"5308","CA"
"5309","CL"
"5310","ZN"
"5311","CL"
"5312","CA"
"5313","MN"
"5314","CL"
"5315","CA"
"5316","CL"
"5317","MG"
"5318","CA"
"5319","nan"
"5320","nan"
"5321","nan"
"5322","nan"
"5323","CA"
"5324","CA"
"5325","CA"
"5326","CL"
"5327","CA"
"5328","CA"
"5329","CA"
"5330","CL"
"5331","ZN"
"5332","SF4_F3S"
"5333","ZN"
"5334","nan"
"5335","MG"
"5336","CL"
"5337","CL"
"5338","MG"
"5339","NAG_NDG_A2G_NGA_MAG"
"5340","ZN"
"5341","MG"
"5342","CL"
"5343","ZN"
"5344","CL"
"5345","MG"
"5346","ZN"
"5347","CL"
"5348","ZN"
"5349","CA"
"5350","ZN"
"5351","MG"
"5352","CL"
"5353","CA"
"5354","CA"
"5355","HEM"
"5356","ZN"
"5357","HEM"
"5358","CL"
"5359","CA"
"5360","ZN"
"5361","MG"
"5362","MG"
"5363","MG"
"5364","ZN"
"5365","MG"
"5366","CA"
"5367","CL"
"5368","CA"
"5369","MG"
"5370","CL"
"5371","MG"
"5372","MG"
"5373","ZN"
"5374","CL"
"5375","CA"
"5376","CL"
"5377","nan"
"5378","nan"
"5379","nan"
"5380","CA"
"5381","CL"
"5382","ZN"
"5383","MG"
"5384","CL"
"5385","MG"
"5386","CL"
"5387","MG"
"5388","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"5389","ZN"
"5390","MN"
"5391","CL"
"5392","CL"
"5393","CA"
"5394","CA"
"5395","CA"
"5396","nan"
"5397","MG"
"5398","CL"
"5399","nan"
"5400","nan"
"5401","MG"
"5402","CL"
"5403","MG"
"5404","CL"
"5405","CL"
"5406","ZN"
"5407","ZN"
"5408","ZN"
"5409","ZN"
"5410","CL"
"5411","ZN"
"5412","CL"
"5413","CA"
"5414","CA"
"5415","HEM"
"5416","nan"
"5417","ZN"
"5418","CL"
"5419","ZN"
"5420","CL"
"5421","CL"
"5422","ZN"
"5423","MG"
"5424","MG"
"5425","EDO_BME_ETA"
"5426","ZN"
"5427","MG"
"5428","CA"
"5429","CL"
"5430","CA"
"5431","CL"
"5432","CL"
"5433","MG"
"5434","PLP_PMP_PLR"
"5435","HEM"
"5436","ZN"
"5437","ZN"
"5438","MG"
"5439","MG"
"5440","CL"
"5441","CA"
"5442","CL"
"5443","CA"
"5444","CL"
"5445","CA"
"5446","ZN"
"5447","MN"
"5448","HEM"
"5449","MG"
"5450","CL"
"5451","MG"
"5452","CL"
"5453","CL"
"5454","CA"
"5455","MN"
"5456","ZN"
"5457","CL"
"5458","CA"
"5459","MG"
"5460","ZN"
"5461","CL"
"5462","CL"
"5463","ZN"
"5464","CA"
"5465","CL"
"5466","MN"
"5467","C8E_OLC_P33_7PE_P4C_ACD"
"5468","MG"
"5469","MG"
"5470","MG"
"5471","CL"
"5472","MG"
"5473","MG"
"5474","CL"
"5475","ZN"
"5476","nan"
"5477","CA"
"5478","CL"
"5479","CL"
"5480","CA"
"5481","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"5482","CL"
"5483","CL"
"5484","CL"
"5485","CA"
"5486","CA"
"5487","nan"
"5488","HEM"
"5489","MN"
"5490","CA"
"5491","MG"
"5492","CL"
"5493","CL"
"5494","CL"
"5495","CL"
"5496","EDO_BME_ETA"
"5497","CA"
"5498","CL"
"5499","nan"
"5500","nan"
"5501","CL"
"5502","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"5503","MG"
"5504","CL"
"5505","CL"
"5506","CL"
"5507","CL"
"5508","ZN"
"5509","CA"
"5510","CL"
"5511","nan"
"5512","MG"
"5513","CA"
"5514","ZN"
"5515","EDO_BME_ETA"
"5516","CL"
"5517","MG"
"5518","MG"
"5519","MG"
"5520","ZN"
"5521","CL"
"5522","ZN"
"5523","CA"
"5524","CL"
"5525","CL"
"5526","EDO_BME_ETA"
"5527","CL"
"5528","NAG_NDG_A2G_NGA_MAG"
"5529","SF4_F3S"
"5530","CA"
"5531","CA"
"5532","MG"
"5533","CA"
"5534","MG"
"5535","MG"
"5536","MG"
"5537","CL"
"5538","CL"
"5539","MN"
"5540","MN"
"5541","MG"
"5542","CA"
"5543","CL"
"5544","nan"
"5545","MG"
"5546","CL"
"5547","CL"
"5548","CA"
"5549","CA"
"5550","MG"
"5551","CA"
"5552","CL"
"5553","CL"
"5554","CL"
"5555","CL"
"5556","ZN"
"5557","CL"
"5558","ZN"
"5559","CA"
"5560","CL"
"5561","CL"
"5562","CA"
"5563","ZN"
"5564","MG"
"5565","CL"
"5566","MG"
"5567","EDO_BME_ETA"
"5568","CL"
"5569","nan"
"5570","MG"
"5571","MG"
"5572","CA"
"5573","MG"
"5574","MG"
"5575","CL"
"5576","MG"
"5577","MG"
"5578","CL"
"5579","CA"
"5580","CA"
"5581","CA"
"5582","CL"
"5583","CL"
"5584","ZN"
"5585","CL"
"5586","CL"
"5587","ZN"
"5588","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"5589","MG"
"5590","MG"
"5591","MG"
"5592","CA"
"5593","CA"
"5594","CL"
"5595","ZN"
"5596","CA"
"5597","ZN"
"5598","CA"
"5599","MG"
"5600","CA"
"5601","CA"
"5602","CA"
"5603","CL"
"5604","CL"
"5605","CA"
"5606","CA"
"5607","MG"
"5608","CL"
"5609","CA"
"5610","EDO_BME_ETA"
"5611","CL"
"5612","HEM"
"5613","HEM"
"5614","CA"
"5615","CL"
"5616","ZN"
"5617","CA"
"5618","ZN"
"5619","nan"
"5620","MG"
"5621","CA"
"5622","CA"
"5623","CA"
"5624","CL"
"5625","CA"
"5626","CA"
"5627","MG"
"5628","CL"
"5629","nan"
"5630","CL"
"5631","MG"
"5632","K"
"5633","CL"
"5634","MG"
"5635","CA"
"5636","CA"
"5637","MN"
"5638","MG"
"5639","CL"
"5640","ZN"
"5641","HEM"
"5642","CL"
"5643","MG"
"5644","CL"
"5645","MG"
"5646","CL"
"5647","HEM"
"5648","CL"
"5649","nan"
"5650","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"5651","ZN"
"5652","CA"
"5653","MG"
"5654","nan"
"5655","CL"
"5656","CL"
"5657","MG"
"5658","MG"
"5659","MN"
"5660","CL"
"5661","MN"
"5662","CL"
"5663","MG"
"5664","CA"
"5665","CA"
"5666","MG"
"5667","CL"
"5668","CA"
"5669","CA"
"5670","CA"
"5671","CL"
"5672","CL"
"5673","CL"
"5674","CL"
"5675","nan"
"5676","MG"
"5677","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"5678","MG"
"5679","MG"
"5680","NAG_NDG_A2G_NGA_MAG"
"5681","CL"
"5682","CA"
"5683","CL"
"5684","CL"
"5685","MG"
"5686","CA"
"5687","MG"
"5688","ZN"
"5689","CL"
"5690","CL"
"5691","MG"
"5692","CA"
"5693","MG"
"5694","CL"
"5695","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"5696","MG"
"5697","MG"
"5698","CA"
"5699","ZN"
"5700","MG"
"5701","MG"
"5702","CL"
"5703","CL"
"5704","CL"
"5705","CA"
"5706","CL"
"5707","CL"
"5708","CA"
"5709","CL"
"5710","CA"
"5711","ZN"
"5712","CL"
"5713","ZN"
"5714","CL"
"5715","CA"
"5716","CA"
"5717","CL"
"5718","MG"
"5719","MG"
"5720","nan"
"5721","MG"
"5722","MG"
"5723","CL"
"5724","CA"
"5725","CL"
"5726","MG"
"5727","MG"
"5728","CA"
"5729","CA"
"5730","CL"
"5731","CL"
"5732","EDO_BME_ETA"
"5733","CL"
"5734","ZN"
"5735","CA"
"5736","MG"
"5737","MG"
"5738","CA"
"5739","MG"
"5740","CA"
"5741","CA"
"5742","MG"
"5743","CA"
"5744","CL"
"5745","CL"
"5746","MG"
"5747","ZN"
"5748","CL"
"5749","CL"
"5750","CA"
"5751","CL"
"5752","CL"
"5753","CA"
"5754","CL"
"5755","CA"
"5756","nan"
"5757","CL"
"5758","MG"
"5759","CL"
"5760","EDO_BME_ETA"
"5761","CL"
"5762","HEM"
"5763","MG"
"5764","ZN"
"5765","CL"
"5766","MG"
"5767","CL"
"5768","nan"
"5769","nan"
"5770","CL"
